2018-11-10 14:54:07-05:00,papazark,lamonthe,AG36
2018-11-10 15:29:07-05:00,theprophete,lamonthe,Rocket
2018-11-10 15:40:07-05:00,theprophete,lamonthe,Rocket
2018-11-10 15:51:07-05:00,theprophete,lamonthe,Rocket
2018-11-10 16:09:07-05:00,theprophete,lamonthe,Rocket
2018-11-10 16:32:07-05:00,theprophete,papazark,Rocket
2018-11-10 17:11:07-05:00,theprophete,papazark,Rocket
2018-11-10 17:50:07-05:00,papazark,lamonthe,AG36
2018-11-10 17:58:07-05:00,papazark,lamonthe,AG36
2018-11-10 18:29:07-05:00,theprophete,papazark,SniperRifle
2018-11-10 18:56:07-05:00,theprophete,lamonthe,SniperRifle
2018-11-10 19:26:07-05:00,theprophete,lamonthe,SniperRifle
2018-11-10 19:30:07-05:00,papazark,theprophete,M4
2018-11-10 19:56:07-05:00,theprophete,papazark,OICW
2018-11-10 20:09:07-05:00,lamonthe,theprophete,VehicleRocket
2018-11-10 20:36:07-05:00,papazark,theprophete,AG36Grenade
2018-11-10 20:36:07-05:00,theprophete,papazark,Rocket
2018-11-10 20:42:07-05:00,lamonthe,papazark,VehicleRocket
2018-11-10 21:00:07-05:00,theprophete,cyap,SniperRifle
2018-11-10 21:08:07-05:00,cyap,lamonthe,AG36
2018-11-10 21:19:07-05:00,cyap,papazark,AG36
2018-11-10 21:40:07-05:00,cyap,papazark,AG36Grenade
2018-11-10 21:59:07-05:00,papazark,cyap,Falcon
2018-11-10 22:09:07-05:00,cyap,lamonthe,M4
2018-11-10 22:36:07-05:00,lamonthe,papazark,SniperRifle
2018-11-10 22:38:07-05:00,theprophete,lamonthe,SniperRifle
2018-11-10 22:55:07-05:00,theprophete,lamonthe,SniperRifle
2018-11-10 23:28:07-05:00,lamonthe,papazark,AG36
2018-11-10 23:33:07-05:00,theprophete,lamonthe,SniperRifle
2018-11-10 23:53:07-05:00,cyap,theprophete,VehicleRocket
2018-11-11 00:09:07-05:00,lamonthe,theprophete,OICW
2018-11-11 00:27:07-05:00,theprophete,lamonthe,Rocket
2018-11-11 00:56:07-05:00,cyap,theprophete,VehicleMountedRocketMG
2018-11-11 01:13:07-05:00,cyap,papazark,VehicleRocket
2018-11-11 01:35:07-05:00,papazark,theprophete,P90
2018-11-11 02:00:07-05:00,papazark,theprophete,P90
2018-11-11 02:07:07-05:00,papazark,theprophete,P90
2018-11-11 02:25:07-05:00,lamonthe
2018-11-11 02:54:07-05:00,lamonthe,theprophete,SniperRifle
2018-11-11 03:02:07-05:00,cyap,theprophete,AG36Grenade
2018-11-11 03:21:07-05:00,theprophete,cyap,M4
2018-11-11 03:52:07-05:00,papazark,lamonthe,P90
2018-11-11 03:59:07-05:00,theprophete,cyap,AG36
2018-11-11 04:31:07-05:00,papazark,lamonthe,P90
2018-11-11 04:42:07-05:00,cyap,lamonthe,M4
2018-11-11 05:03:07-05:00,cyap,theprophete,M4
2018-11-11 05:11:07-05:00,cyap,theprophete,M4
2018-11-11 06:19:07-05:00,theprophete,cyap,VehicleRocket
2018-11-11 06:25:07-05:00,papazark,theprophete,Boat
2018-11-11 06:29:07-05:00,cyap,lamonthe,M4
2018-11-11 06:51:07-05:00,cyap,lamonthe,M4
2018-11-11 07:17:07-05:00,cyap,lamonthe,M4
2018-11-11 07:36:07-05:00,cyap,theprophete,M4
2018-11-11 07:44:07-05:00,theprophete,cyap,OICW
2018-11-11 08:01:07-05:00,theprophete,lamonthe,OICW
2018-11-11 08:17:07-05:00,papazark,lamonthe,VehicleRocket
2018-11-11 08:31:07-05:00,cyap,lamonthe,M4
2018-11-11 08:58:07-05:00,papazark,cyap,VehicleRocket
2018-11-11 09:19:07-05:00,papazark,theprophete,VehicleMountedRocketMG
2018-11-11 09:34:07-05:00,papazark,cyap,VehicleRocket
2018-11-11 09:54:07-05:00,lamonthe,cyap,SniperRifle
2018-11-11 10:05:07-05:00,papazark,lamonthe,VehicleRocket
2018-11-11 10:18:07-05:00,theprophete,lamonthe,OICWGrenade
2018-11-11 10:42:07-05:00,lamonthe,theprophete,AG36
2018-11-11 10:56:07-05:00,lamonthe,theprophete,AG36
2018-11-11 11:09:07-05:00,theprophete,cyap,M4
2018-11-11 11:27:07-05:00,lamonthe,cyap,AG36
2018-11-11 11:39:07-05:00,lamonthe,theprophete,AG36
2018-11-11 11:39:07-05:00,cyap,lamonthe,SniperRifle
2018-11-11 11:48:07-05:00,cyap,papazark,SniperRifle
2018-11-11 11:49:07-05:00,lamonthe,cyap,Machete
2018-11-11 12:00:07-05:00,papazark,lamonthe,Machete
2018-11-11 12:04:07-05:00,cyap,theprophete,AG36
2018-11-11 12:18:07-05:00,theprophete,lamonthe,M4
2018-11-11 12:20:07-05:00,cyap,theprophete,AG36Grenade
2018-11-11 12:31:07-05:00,theprophete,papazark,Falcon
2018-11-11 12:46:07-05:00,theprophete,lamonthe,OICWGrenade
2018-11-11 12:51:07-05:00,papazark,cyap,AG36Grenade
2018-11-11 13:01:07-05:00,papazark,lamonthe,AG36
2018-11-11 13:04:07-05:00,theprophete,cyap,OICW
2018-11-11 13:17:07-05:00,papazark,lamonthe,AG36Grenade
2018-11-11 14:13:07-05:00,theprophete,cyap,OICWGrenade
2018-11-11 14:37:07-05:00,theprophete,cyap,M249
2018-11-11 14:48:07-05:00,cyap,theprophete,M249
2018-11-11 15:19:07-05:00,theprophete,papazark,AG36
2018-11-11 15:26:07-05:00,theprophete,lamonthe,AG36
2018-11-11 15:32:07-05:00,cyap,papazark,M249
2018-11-11 15:44:07-05:00,papazark,cyap,M4
2018-11-11 15:52:07-05:00,theprophete,lamonthe,AG36
2018-11-11 15:52:07-05:00,papazark,theprophete,M4
2018-11-11 16:17:07-05:00,theprophete,lamonthe,SniperRifle
2018-11-11 16:23:07-05:00,cyap,lamonthe,Machete
2018-11-11 17:05:07-05:00,papazark,lamonthe,M4
2018-11-11 17:05:07-05:00,lamonthe,papazark,VehicleRocket
2018-11-11 17:21:07-05:00,cyap,papazark,AG36Grenade
2018-11-11 17:31:07-05:00,cyap,lamonthe,AG36Grenade
2018-11-11 17:41:07-05:00,cyap,papazark,AG36
